TRANSACTION DATE,FROM ACCT,FROM NAME,FROM NO.,TRANS. TYPE,AMOUNT,FEES,E-LEVY,BAL BEFORE,BAL AFTER,TO NO.,TO NAME,TO ACCT,is_fraud,fraud_type,hour,is_weekend
2024-01-01 09:34:06.847117,USER_001248,User 001248,233202594312,TRANSFER,4.44,0.0,0.0,218.03,213.59,233403087723,Recipient_00459,ACCT_66271140,0,legitimate,9,False
2024-01-01 09:35:31.588349,USER_001618,User 001618,233346166692,DEBIT,18.67,0.0,0.0,321.23,302.56,0,Vodafone,ACCT_40440529,0,legitimate,9,False
2024-01-01 09:35:31.615266,USER_001322,User 001322,233332847088,DEBIT,17.27,0.0,0.0,336.79,319.52,0,jumia.sp,ACCT_20240666,0,legitimate,9,False
2024-01-01 09:35:39.038125,USER_001416,User 001416,233273252052,TRANSFER,64.75,0.0,0.0,216.64,151.89,233381724114,Recipient_00498,ACCT_89266415,0,legitimate,9,False
2024-01-01 09:36:53.333415,USER_000684,User 000684,233471036378,CASH_OUT,7.105427357601002e-15,0.0,0.0,25.58,25.58,233491377639,Recipient_00167,ACCT_97126041,0,legitimate,9,False
2024-01-01 09:37:28.691569,USER_001789,User 001789,233249214673,TRANSFER,8.58,0.0,0.0,269.73,261.15,233431688290,Recipient_00086,ACCT_47286703,0,legitimate,9,False
2024-01-01 09:37:57.000000,USER_000195,User 000195,233586145284,DEBIT,2.87,0.0,0.0,221.19,218.32,0,MTN,ACCT_59670504,0,legitimate,9,False
2024-01-01 09:39:13.948011,USER_000173,User 000173,233560150369,DEBIT,21.06,0.0,0.0,287.58,266.52,0,hubtel.sp,ACCT_67293833,0,legitimate,9,False
2024-01-01 09:39:44.091408,USER_000493,User 000493,233267706745,TRANSFER,51.88,0.0,0.0,385.06,333.18,233407044430,Recipient_00217,ACCT_6095323,0,legitimate,9,False
2024-01-01 09:40:07.111096,USER_001436,User 001436,233290833661,DEBIT,5.43,0.0,0.0,227.31,221.88,0,hubtel.sp,ACCT_67293833,0,legitimate,9,False
2024-01-01 09:40:19.000000,USER_001459,User 001459,233237225248,TRANSFER,53.03,0.0,0.0,245.62,192.59,233391506246,Recipient_00120,ACCT_73473943,0,legitimate,9,False
2024-01-01 09:41:41.000000,USER_000645,User 000645,233489040675,TRANSFER,20.05,0.0,0.0,408.65,388.6,233259359305,Recipient_00198,ACCT_82223083,0,legitimate,9,False
2024-01-01 09:44:33.808532,USER_000285,User 000285,233305173009,PAYMENT_SEND,26.12,0.0,0.0,142.17,116.05,233413828678,Recipient_00155,ACCT_16927765,0,legitimate,9,False
2024-01-01 09:45:03.066563,USER_001467,User 001467,233331628778,DEBIT,24.21,0.0,0.0,128.68,104.47,0,uber.sp,ACCT_57863864,0,legitimate,9,False
2024-01-01 09:45:32.539285,USER_001204,User 001204,233431956537,DEBIT,13.9,0.0,0.0,450.34,436.44,0,uber.sp,ACCT_57863864,0,legitimate,9,False
2024-01-01 09:45:50.172035,USER_001246,User 001246,233490380905,PAYMENT_SEND,12.65,0.0,0.0,340.62,327.97,233559217220,Recipient_00243,ACCT_8231946,0,legitimate,9,False
2024-01-01 09:46:37.209430,USER_000997,User 000997,233291813677,TRANSFER,13.67,0.0,0.0,171.88,158.21,233523479792,Recipient_00090,ACCT_2115130,0,legitimate,9,False
2024-01-01 09:48:07.004256,USER_000468,User 000468,233270440770,DEBIT,25.7,0.0,0.0,234.36,208.66,0,Vodafone,ACCT_40440529,0,legitimate,9,False
2024-01-01 09:50:33.696624,USER_001328,User 001328,233553697249,TRANSFER,32.2,0.0,0.0,277.01,244.81,233384431269,Recipient_00229,ACCT_19137563,0,legitimate,9,False
2024-01-01 09:51:12.111438,USER_000892,User 000892,233506373037,TRANSFER,28.39,0.0,0.0,186.23,157.84,233399143221,Recipient_00126,ACCT_64227832,0,legitimate,9,False
2024-01-01 09:52:10.915045,USER_001717,User 001717,233513376887,DEBIT,4.16,0.0,0.0,328.67,324.51,0,uber.sp,ACCT_57863864,0,legitimate,9,False
2024-01-01 09:53:46.412195,USER_001400,User 001400,233476907394,DEBIT,41.08,0.0,0.0,288.82,247.74,0,jumia.sp,ACCT_20240666,0,legitimate,9,False
2024-01-01 09:55:38.485145,USER_001436,User 001436,233290833661,DEBIT,13.98,0.0,0.0,241.29,227.31,0,uber.sp,ACCT_57863864,0,legitimate,9,False
2024-01-01 09:55:43.775146,USER_000094,User 000094,233299999427,TRANSFER,9.0,0.0,0.0,84.08,75.08,233593349867,Recipient_00168,ACCT_2973413,0,legitimate,9,False
2024-01-01 09:56:37.187783,USER_001098,User 001098,233519212344,PAYMENT,28.09,0.0,0.0,325.58,297.49,0,AirtelTigo,ACCT_60585198,0,legitimate,9,False
2024-01-01 09:57:50.000000,USER_000834,User 000834,233543403940,DEBIT,3.25,0.0,0.0,600.96,597.71,0,jumia.sp,ACCT_20240666,0,legitimate,9,False
2024-01-01 09:58:46.736341,USER_001328,User 001328,233553697249,DEBIT,35.48,0.0,0.0,372.64,337.16,0,MTN,ACCT_59670504,0,legitimate,9,False
2024-01-01 09:59:42.995359,USER_000080,User 000080,233355089588,TRANSFER,3.8,0.0,0.0,214.21,210.41,233357591212,Recipient_00458,ACCT_39439220,0,legitimate,9,False
2024-01-01 10:00:17.000000,USER_000559,User 000559,233548832528,TRANSFER,3.82,0.0,0.0,488.32,484.5,233276164304,Recipient_00004,ACCT_91185426,0,legitimate,10,False
2024-01-01 10:00:50.000000,USER_001487,User 001487,233406850851,DEBIT,15.46,0.0,0.0,229.19,213.73,0,uber.sp,ACCT_57863864,0,legitimate,10,False
2024-01-01 10:01:13.026474,USER_000479,User 000479,233429452695,CASH_IN,99.8301276245058,0.0,0.0,52.06,151.89,0,hubtel.sp,ACCT_67293833,0,legitimate,10,False
2024-01-01 10:01:29.738708,USER_000459,User 000459,233319373373,DEBIT,12.96,0.0,0.0,136.89,123.93,0,one4all.sp,ACCT_42488758,0,legitimate,10,False
2024-01-01 10:02:22.000000,USER_001793,User 001793,233544138341,DEBIT,1.69,0.0,0.0,381.01,379.32,0,one4all.sp,ACCT_42488758,0,legitimate,10,False
2024-01-01 10:03:53.956857,USER_001675,User 001675,233212011782,DEBIT,40.37,0.0,0.0,385.51,345.14,0,one4all.sp,ACCT_42488758,0,legitimate,10,False
2024-01-01 10:04:30.633080,USER_001895,User 001895,233424017922,DEBIT,4.91,0.0,0.0,258.26,253.35,0,jumia.sp,ACCT_20240666,0,legitimate,10,False
2024-01-01 10:05:05.000000,USER_000065,User 000065,233426655038,DEBIT,2.85,0.0,0.0,257.34,254.49,0,one4all.sp,ACCT_42488758,0,legitimate,10,False
2024-01-01 10:06:09.601493,USER_000671,User 000671,233330701307,TRANSFER,12.89,0.0,0.0,342.12,329.23,233499366519,Recipient_00489,ACCT_91867317,0,legitimate,10,False
2024-01-01 10:06:56.902456,USER_000328,User 000328,233531672796,TRANSFER,17.31,0.0,0.0,114.0,96.69,233479041154,Recipient_00022,ACCT_12903200,0,legitimate,10,False
2024-01-01 10:08:17.778410,USER_000120,User 000120,233506400320,TRANSFER,10.91,0.0,0.0,278.29,267.38,233407044430,Recipient_00217,ACCT_6095323,0,legitimate,10,False
2024-01-01 10:08:22.274912,USER_001669,User 001669,233209023648,TRANSFER,4.92,0.0,0.0,391.42,386.5,233587567949,Recipient_00092,ACCT_99114082,0,legitimate,10,False
2024-01-01 10:09:35.316247,USER_000080,User 000080,233355089588,TRANSFER,21.19,0.0,0.0,248.77,227.58,233366079841,Recipient_00001,ACCT_38267075,0,legitimate,10,False
2024-01-01 10:10:36.442781,USER_001797,User 001797,233398054852,DEBIT,68.75,0.0,0.0,273.96,205.21,0,one4all.sp,ACCT_42488758,0,legitimate,10,False
2024-01-01 10:11:24.623851,USER_001436,User 001436,233290833661,DEBIT,4.78,0.0,0.0,251.26,246.48,0,AirtelTigo,ACCT_60585198,0,legitimate,10,False
2024-01-01 10:12:55.844857,USER_000684,User 000684,233471036378,TRANSFER,18.11,0.0,0.0,262.61,244.5,233333800006,Recipient_00221,ACCT_7802380,0,legitimate,10,False
2024-01-01 10:13:40.000000,USER_001853,User 001853,233444067635,TRANSFER,25.75,0.0,0.0,250.11,224.36,233499366519,Recipient_00489,ACCT_91867317,0,legitimate,10,False
2024-01-01 10:13:42.609086,USER_000285,User 000285,233305173009,TRANSFER,7.96,0.0,0.0,149.52,141.56,233582887817,Recipient_00098,ACCT_43544745,0,legitimate,10,False
2024-01-01 10:14:16.000000,USER_001086,User 001086,233267304234,DEBIT,10.87,0.0,0.0,528.17,517.3,0,MTN,ACCT_59670504,0,legitimate,10,False
2024-01-01 10:15:53.948100,USER_000359,User 000359,233537608486,TRANSFER,5.69,0.0,0.0,100.34,94.65,233207569452,Recipient_00173,ACCT_14476447,0,legitimate,10,False
2024-01-01 10:16:12.000000,USER_001895,User 001895,233424017922,TRANSFER,75.19,0.0,0.0,399.22,324.03,233578956381,Recipient_00338,ACCT_23062365,0,legitimate,10,False
2024-01-01 10:17:17.782335,USER_001155,User 001155,233503065775,TRANSFER,6.1,0.0,0.0,104.89,98.79,233288125066,Recipient_00151,ACCT_89587359,0,legitimate,10,False
2024-01-01 10:17:52.011672,USER_000359,User 000359,233537608486,DEBIT,32.37,0.0,0.0,239.98,207.61,0,MTN,ACCT_59670504,0,legitimate,10,False
2024-01-01 10:18:22.000000,USER_000280,User 000280,233355286998,TRANSFER,38.69,0.0,0.0,336.86,298.17,233227414253,Recipient_00330,ACCT_94167524,0,legitimate,10,False
2024-01-01 10:19:14.620774,USER_000285,User 000285,233305173009,CASH_IN,52.260043462974885,0.0,0.0,94.5,146.76,0,MTN,ACCT_59670504,0,legitimate,10,False
2024-01-01 10:20:43.218900,USER_001828,User 001828,233504012110,PAYMENT,22.0,0.0,0.0,53.19,31.19,0,uber.sp,ACCT_57863864,0,legitimate,10,False
2024-01-01 10:21:13.000000,USER_001797,User 001797,233398054852,DEBIT,44.95,0.0,0.0,318.91,273.96,0,hubtel.sp,ACCT_67293833,0,legitimate,10,False
2024-01-01 10:21:55.000000,USER_000395,User 000395,233403495609,PAYMENT_SEND,25.65,0.0,0.0,143.15,117.5,0,AirtelTigo,ACCT_60585198,0,legitimate,10,False
2024-01-01 10:21:57.000000,USER_001789,User 001789,233249214673,PAYMENT,9.55,0.0,0.0,348.66,339.11,0,jumia.sp,ACCT_20240666,0,legitimate,10,False
2024-01-01 10:22:24.529884,USER_000132,User 000132,233571070745,DEBIT,10.92,0.0,0.0,145.4,134.48,0,uber.sp,ACCT_57863864,0,legitimate,10,False
2024-01-01 10:22:45.619907,USER_000997,User 000997,233291813677,PAYMENT,26.1,0.0,0.0,197.98,171.88,0,uber.sp,ACCT_57863864,0,legitimate,10,False
2024-01-01 10:24:01.131675,USER_001578,User 001578,233359210799,TRANSFER,2.784259691935734,0.0,0.0,27.66,24.88,233543695348,Recipient_00482,ACCT_77083227,0,legitimate,10,False
2024-01-01 10:24:18.362916,USER_000064,User 000064,233251713200,PAYMENT_SEND,6.82,0.0,0.0,128.07,121.25,233521060233,Recipient_00131,ACCT_86579982,0,legitimate,10,False
2024-01-01 10:24:22.577615,USER_000459,User 000459,233319373373,TRANSFER,3.72,0.0,0.0,102.33,98.61,233482283481,Recipient_00150,ACCT_3699886,0,legitimate,10,False
2024-01-01 10:24:38.000000,USER_001481,User 001481,233493782577,DEBIT,12.27,0.0,0.0,494.39,482.12,0,hubtel.sp,ACCT_67293833,0,legitimate,10,False
2024-01-01 10:24:39.245828,USER_001042,User 001042,233211350744,PAYMENT,7.9,0.0,0.0,156.76,148.86,0,jumia.sp,ACCT_20240666,0,legitimate,10,False
2024-01-01 10:24:40.000000,USER_000132,User 000132,233571070745,DEBIT,13.94,0.0,0.0,176.32,162.38,0,AirtelTigo,ACCT_60585198,0,legitimate,10,False
2024-01-01 10:25:12.000000,USER_001719,User 001719,233403736090,TRANSFER,7.27,0.0,0.0,482.87,475.6,233314165432,Recipient_00172,ACCT_17802467,0,legitimate,10,False
2024-01-01 10:27:07.433924,USER_001481,User 001481,233493782577,DEBIT,5.59,0.0,0.0,422.97,417.38,0,Vodafone,ACCT_40440529,0,legitimate,10,False
2024-01-01 10:28:25.353707,USER_000493,User 000493,233267706745,CASH_OUT,131.52738124582757,0.0,0.0,190.2,58.67,233246442973,Recipient_00064,ACCT_88348819,0,legitimate,10,False
2024-01-01 10:28:40.220758,USER_001895,User 001895,233424017922,DEBIT,17.35,0.0,0.0,227.28,209.93,0,AirtelTigo,ACCT_60585198,0,legitimate,10,False
2024-01-01 10:28:49.572041,USER_001701,User 001701,233309641935,PAYMENT_SEND,3.13,0.25,0.0,296.86,293.48,233438695580,Recipient_00467,ACCT_80440350,0,legitimate,10,False
2024-01-01 10:29:27.168046,USER_001678,User 001678,233288818049,CASH_OUT,37.28,0.0,0.0,129.01,91.73,233234129820,Recipient_00258,ACCT_30635589,0,legitimate,10,False
2024-01-01 10:31:17.827597,USER_001566,User 001566,233408570440,TRANSFER,54.02,0.0,0.0,359.58,305.56,233529064123,Recipient_00183,ACCT_19164279,0,legitimate,10,False
2024-01-01 10:34:29.498694,USER_001701,User 001701,233309641935,TRANSFER,18.64,0.0,0.0,136.2,117.56,233485391690,Recipient_00182,ACCT_57533214,0,legitimate,10,False
2024-01-01 10:34:40.722387,USER_001416,User 001416,233273252052,DEBIT,9.44,0.0,0.0,209.96,200.52,0,one4all.sp,ACCT_42488758,0,legitimate,10,False
2024-01-01 10:35:18.684548,USER_001669,User 001669,233209023648,PAYMENT,1.2,0.0,0.0,392.62,391.42,0,AirtelTigo,ACCT_60585198,0,legitimate,10,False
2024-01-01 10:35:59.019866,USER_001322,User 001322,233332847088,TRANSFER,4.29,0.0,0.0,319.52,315.23,233492695853,Recipient_00385,ACCT_15193453,0,legitimate,10,False
2024-01-01 10:35:59.323849,USER_001895,User 001895,233424017922,DEBIT,6.4,0.0,0.0,279.66,273.26,0,Vodafone,ACCT_40440529,0,legitimate,10,False
2024-01-01 10:36:11.645791,USER_001384,User 001384,233394040947,DEBIT,28.84,0.0,0.0,554.26,525.42,0,Vodafone,ACCT_40440529,0,legitimate,10,False
2024-01-01 10:36:53.536888,USER_001101,User 001101,233216406666,TRANSFER,15.21,0.0,0.0,157.26,142.05,233594998495,Recipient_00060,ACCT_94094641,0,legitimate,10,False
2024-01-01 10:37:15.938714,USER_001481,User 001481,233493782577,TRANSFER,59.15,0.0,0.0,482.12,422.97,233495762982,Recipient_00008,ACCT_85741539,0,legitimate,10,False
2024-01-01 10:37:26.838699,USER_001717,User 001717,233513376887,CASH_OUT,124.65,0.0,0.0,489.92,365.27,233430156915,Recipient_00379,ACCT_21050668,0,legitimate,10,False
2024-01-01 10:37:28.155362,USER_000195,User 000195,233586145284,CASH_IN,56.12259595299379,0.0,0.0,75.55,131.68,0,jumia.sp,ACCT_20240666,0,legitimate,10,False
2024-01-01 10:38:45.618552,USER_000142,User 000142,233580831650,TRANSFER,3.64,0.0,0.0,127.54,123.9,233467725485,Recipient_00270,ACCT_78333980,0,legitimate,10,False
2024-01-01 10:39:48.561684,USER_001801,User 001801,233357292103,DEBIT,11.24,0.0,0.0,382.36,371.12,0,MTN,ACCT_59670504,0,legitimate,10,False
2024-01-01 10:40:17.000000,USER_001561,User 001561,233464694504,TRANSFER,18.14,0.0,0.0,560.99,542.85,233541747238,Recipient_00333,ACCT_70464341,0,legitimate,10,False
2024-01-01 10:41:49.230583,USER_000364,User 000364,233595678827,PAYMENT,4.66,0.0,0.0,128.13,123.47,0,AirtelTigo,ACCT_60585198,0,legitimate,10,False
2024-01-01 10:46:02.000000,USER_001322,User 001322,233332847088,DEBIT,2.24,0.0,0.0,378.33,376.09,0,AirtelTigo,ACCT_60585198,0,legitimate,10,False
2024-01-01 10:46:43.716032,USER_000585,User 000585,233294945607,PAYMENT,26.86,0.0,0.0,436.17,409.31,0,jumia.sp,ACCT_20240666,0,legitimate,10,False
2024-01-01 10:47:24.001107,USER_001453,User 001453,233223463600,PAYMENT,12.3,0.0,0.0,288.26,275.96,0,AirtelTigo,ACCT_60585198,0,legitimate,10,False
2024-01-01 10:47:24.560935,USER_000132,User 000132,233571070745,TRANSFER,11.98,0.0,0.0,157.38,145.4,233295458996,Recipient_00146,ACCT_48829877,0,legitimate,10,False
2024-01-01 10:47:59.444763,USER_001717,User 001717,233513376887,TRANSFER,27.81,0.0,0.0,319.45,291.64,233490159035,Recipient_00363,ACCT_35348177,0,legitimate,10,False
2024-01-01 10:48:55.430122,USER_000475,User 000475,233380671394,DEBIT,13.16,0.0,0.0,361.0,347.84,0,Vodafone,ACCT_40440529,0,legitimate,10,False
2024-01-01 10:48:58.398154,USER_000132,User 000132,233571070745,TRANSFER,13.85,0.0,0.0,75.84,61.99,233554959799,Recipient_00081,ACCT_74955553,0,legitimate,10,False
2024-01-01 10:53:09.000000,USER_001644,User 001644,233418167619,TRANSFER,242.55,0.0,3.64,415.75,169.56,233588025330,Recipient_00300,ACCT_49615757,0,legitimate,10,False
2024-01-01 10:53:30.000000,USER_000493,User 000493,233267706745,TRANSFER,8.57,0.0,0.0,439.89,431.32,233293796179,Recipient_00145,ACCT_44855815,0,legitimate,10,False
2024-01-01 10:53:30.532651,USER_001780,User 001780,233218388515,DEBIT,18.99,0.0,0.0,345.42,326.43,0,hubtel.sp,ACCT_67293833,0,legitimate,10,False
2024-01-01 10:55:51.896942,USER_001098,User 001098,233519212344,TRANSFER,38.52,0.0,0.0,294.16,255.64,233307559080,Recipient_00444,ACCT_61360176,0,legitimate,10,False
2024-01-01 10:56:32.455619,USER_000835,User 000835,233596581114,TRANSFER,6.42,0.0,0.0,222.22,215.8,233278375502,Recipient_00478,ACCT_24626193,0,legitimate,10,False
2024-01-01 10:56:51.275087,USER_000835,User 000835,233596581114,TRANSFER,22.7,0.0,0.0,262.65,239.95,233312228110,Recipient_00433,ACCT_52026087,0,legitimate,10,False
2024-01-01 10:58:12.858203,USER_000459,User 000459,233319373373,CASH_IN,124.89466534847074,0.0,0.0,85.6,210.49,0,MTN,ACCT_59670504,0,legitimate,10,False
2024-01-01 10:58:38.365989,USER_001701,User 001701,233309641935,DEBIT,15.57,0.0,0.0,352.76,337.19,0,hubtel.sp,ACCT_67293833,0,legitimate,10,False
2024-01-01 10:59:06.625348,USER_000247,User 000247,233377696363,TRANSFER,7.04,0.0,0.0,195.9,188.86,233547842648,Recipient_00186,ACCT_76519091,0,legitimate,10,False
2024-01-01 11:00:29.743852,USER_001032,User 001032,233232837329,DEBIT,21.18,0.0,0.0,109.49,88.31,0,uber.sp,ACCT_57863864,0,legitimate,11,False
2024-01-01 11:01:51.115104,USER_001296,User 001296,233212332540,TRANSFER,13.71,0.0,0.0,210.55,196.84,233319572610,Recipient_00450,ACCT_63634140,0,legitimate,11,False
2024-01-01 11:03:10.357852,USER_001789,User 001789,233249214673,PAYMENT,29.49,0.0,0.0,299.22,269.73,0,AirtelTigo,ACCT_60585198,0,legitimate,11,False
2024-01-01 11:03:31.744132,USER_000054,User 000054,233552262375,TRANSFER,14.87,0.0,0.0,310.34,295.47,233520125109,Recipient_00310,ACCT_27152794,0,legitimate,11,False
2024-01-01 11:03:35.000000,USER_000040,User 000040,233228488000,DEBIT,20.25,0.0,0.0,613.59,593.34,0,one4all.sp,ACCT_42488758,0,legitimate,11,False
2024-01-01 11:04:14.000000,USER_001701,User 001701,233309641935,PAYMENT,2.41,0.0,0.0,355.17,352.76,0,jumia.sp,ACCT_20240666,0,legitimate,11,False
2024-01-01 11:04:43.280184,USER_001384,User 001384,233394040947,PAYMENT,5.36,0.0,0.0,480.39,475.03,0,uber.sp,ACCT_57863864,0,legitimate,11,False
2024-01-01 11:09:16.276017,USER_000359,User 000359,233537608486,DEBIT,2.24,0.0,0.0,242.22,239.98,0,one4all.sp,ACCT_42488758,0,legitimate,11,False
2024-01-01 11:09:26.016677,USER_000224,User 000224,233473790612,DEBIT,3.58,0.0,0.0,332.21,328.63,0,hubtel.sp,ACCT_67293833,0,legitimate,11,False
2024-01-01 11:09:51.956195,USER_000120,User 000120,233506400320,TRANSFER,15.81,0.0,0.0,254.21,238.4,233303797663,Recipient_00088,ACCT_48170273,0,legitimate,11,False
2024-01-01 11:11:38.000000,USER_001675,User 001675,233212011782,DEBIT,9.71,0.0,0.0,474.83,465.12,0,hubtel.sp,ACCT_67293833,0,legitimate,11,False
2024-01-01 11:12:37.376015,USER_000094,User 000094,233299999427,TRANSFER,3.5599477849895536,0.0,0.0,29.47,25.91,233375261379,Recipient_00005,ACCT_74998453,0,legitimate,11,False
2024-01-01 11:14:00.551884,USER_001578,User 001578,233359210799,CASH_IN,137.30466513944899,0.0,0.0,24.88,162.18,0,hubtel.sp,ACCT_67293833,0,legitimate,11,False
2024-01-01 11:14:05.111926,USER_001759,User 001759,233386672994,TRANSFER,9.51,0.0,0.0,166.35,156.84,233444639011,Recipient_00401,ACCT_31475708,0,legitimate,11,False
2024-01-01 11:14:41.388853,USER_000721,User 000721,233222051525,TRANSFER,142.51019664833095,0.0,0.0,217.71,75.2,233556002960,Recipient_00281,ACCT_56643578,0,legitimate,11,False
2024-01-01 11:15:16.361620,USER_001086,User 001086,233267304234,PAYMENT,10.82,0.0,0.0,517.3,506.48,0,AirtelTigo,ACCT_60585198,0,legitimate,11,False
2024-01-01 11:16:00.207468,USER_000468,User 000468,233270440770,TRANSFER,56.81,0.0,0.0,125.15,68.34,233444639011,Recipient_00401,ACCT_31475708,0,legitimate,11,False
2024-01-01 11:17:17.716289,USER_000645,User 000645,233489040675,TRANSFER,39.49,0.0,0.0,388.6,349.11,233593349867,Recipient_00168,ACCT_2973413,0,legitimate,11,False
2024-01-01 11:17:17.834053,USER_000247,User 000247,233377696363,DEBIT,11.52,0.0,0.0,188.86,177.34,0,one4all.sp,ACCT_42488758,0,legitimate,11,False
2024-01-01 11:18:25.110185,USER_000077,User 000077,233561009102,TRANSFER,24.53,0.0,0.0,111.65,87.12,233304446379,Recipient_00171,ACCT_94294108,0,legitimate,11,False
2024-01-01 11:19:10.122715,USER_001789,User 001789,233249214673,TRANSFER,8.29,0.0,0.0,324.28,315.99,233475359430,Recipient_00290,ACCT_72500256,0,legitimate,11,False
2024-01-01 11:20:48.679304,USER_001696,User 001696,233485566635,DEBIT,21.99,0.0,0.0,592.45,570.46,0,jumia.sp,ACCT_20240666,0,legitimate,11,False
2024-01-01 11:21:53.706052,USER_001042,User 001042,233211350744,CASH_IN,71.27011257351116,0.0,0.0,85.35,156.62,0,jumia.sp,ACCT_20240666,0,legitimate,11,False
2024-01-01 11:22:33.632125,USER_000359,User 000359,233537608486,TRANSFER,2.52,0.0,0.0,94.65,92.13,233207569452,Recipient_00173,ACCT_14476447,0,legitimate,11,False
2024-01-01 11:23:08.000000,USER_000475,User 000475,233380671394,TRANSFER,72.81,0.0,0.0,514.56,441.75,233404169114,Recipient_00488,ACCT_78229171,0,legitimate,11,False
2024-01-01 11:23:56.846323,USER_001717,User 001717,233513376887,DEBIT,8.15,0.0,0.0,210.69,202.54,0,one4all.sp,ACCT_42488758,0,legitimate,11,False
2024-01-01 11:24:24.000000,USER_000840,User 000840,233350276001,TRANSFER,98.31,0.0,0.0,430.52,332.21,233470951558,Recipient_00327,ACCT_77071899,0,legitimate,11,False
2024-01-01 11:25:07.841821,USER_001416,User 001416,233273252052,DEBIT,12.54,0.0,0.0,151.06,138.52,0,AirtelTigo,ACCT_60585198,0,legitimate,11,False
2024-01-01 11:25:11.529289,USER_000799,User 000799,233596119415,TRANSFER,14.49,0.0,0.0,199.62,185.13,233592155549,Recipient_00371,ACCT_15046032,0,legitimate,11,False
2024-01-01 11:25:13.000000,USER_000326,User 000326,233346998359,PAYMENT_SEND,5.44,0.0,0.0,306.04,300.6,233337937756,Recipient_00031,ACCT_90895144,0,legitimate,11,False
2024-01-01 11:26:34.607841,USER_000354,User 000354,233574874801,DEBIT,11.23,0.0,0.0,269.23,258.0,0,one4all.sp,ACCT_42488758,0,legitimate,11,False
2024-01-01 11:27:01.000000,USER_001780,User 001780,233218388515,DEBIT,22.13,0.0,0.0,367.55,345.42,0,one4all.sp,ACCT_42488758,0,legitimate,11,False
2024-01-01 11:28:13.424760,USER_000892,User 000892,233506373037,TRANSFER,60.27,0.0,0.0,188.18,127.91,233292056553,Recipient_00136,ACCT_81522009,0,legitimate,11,False
2024-01-01 11:28:24.000000,USER_000894,User 000894,233330386089,TRANSFER,12.19,0.0,0.0,252.52,240.33,233397030470,Recipient_00294,ACCT_28721051,0,legitimate,11,False
2024-01-01 11:28:24.945074,USER_001296,User 001296,233212332540,DEBIT,54.02,0.0,0.0,194.45,140.43,0,one4all.sp,ACCT_42488758,0,legitimate,11,False
2024-01-01 11:29:08.614285,USER_001013,User 001013,233590357677,TRANSFER,21.7,0.0,0.0,646.41,624.71,233246112596,Recipient_00366,ACCT_94044075,0,legitimate,11,False
2024-01-01 11:29:45.785544,USER_000044,User 000044,233589704265,TRANSFER,4.68,0.0,0.0,393.78,389.1,233519485142,Recipient_00334,ACCT_67673139,0,legitimate,11,False
2024-01-01 11:30:00.007713,USER_000326,User 000326,233346998359,DEBIT,8.19,0.0,0.0,267.6,259.41,0,Vodafone,ACCT_40440529,0,legitimate,11,False
2024-01-01 11:30:13.000000,USER_001098,User 001098,233519212344,DEBIT,18.97,0.0,0.0,402.34,383.37,0,hubtel.sp,ACCT_67293833,0,legitimate,11,False
2024-01-01 11:30:39.846323,USER_001717,User 001717,233513376887,TRANSFER,29.05,0.0,0.0,239.74,210.69,233490159035,Recipient_00363,ACCT_35348177,0,legitimate,11,False
2024-01-01 11:30:42.000000,USER_001750,User 001750,233463639390,PAYMENT_SEND,3.45,0.0,0.0,164.84,161.39,233596243317,Recipient_00213,ACCT_71914831,0,legitimate,11,False
2024-01-01 11:31:02.746451,USER_001101,User 001101,233216406666,PAYMENT_SEND,14.73,0.0,0.0,163.47,148.74,233594998495,Recipient_00060,ACCT_94094641,0,legitimate,11,False
2024-01-01 11:31:54.000000,USER_001499,User 001499,233419709848,CASH_OUT,94.28,0.94,0.0,292.06,196.84,233463774503,Recipient_00045,ACCT_60623678,0,legitimate,11,False
2024-01-01 11:32:38.541548,USER_000120,User 000120,233506400320,DEBIT,13.17,0.0,0.0,267.38,254.21,0,one4all.sp,ACCT_42488758,0,legitimate,11,False
2024-01-01 11:32:56.711543,USER_001828,User 001828,233504012110,TRANSFER,5.56,0.0,0.0,155.41,149.85,233399143221,Recipient_00126,ACCT_64227832,0,legitimate,11,False
2024-01-01 11:33:09.233337,USER_000326,User 000326,233346998359,TRANSFER,6.97,0.0,0.0,232.08,225.11,233323262547,Recipient_00043,ACCT_42392278,0,legitimate,11,False
2024-01-01 11:33:41.634302,USER_000459,User 000459,233319373373,DEBIT,8.52,0.0,0.0,113.69,105.17,0,hubtel.sp,ACCT_67293833,0,legitimate,11,False
2024-01-01 11:34:56.585591,USER_001746,User 001746,233385365650,PAYMENT_SEND,19.13,0.0,0.0,419.53,400.4,233532717344,Recipient_00466,ACCT_41397155,0,legitimate,11,False
2024-01-01 11:35:07.000000,USER_000799,User 000799,233596119415,TRANSFER,35.76,0.0,0.0,235.38,199.62,233592155549,Recipient_00371,ACCT_15046032,0,legitimate,11,False
2024-01-01 11:35:11.812056,USER_000590,User 000590,233259262695,TRANSFER,5.51,0.0,0.0,280.32,274.81,233339598647,Recipient_00250,ACCT_75113159,0,legitimate,11,False
2024-01-01 11:35:50.201539,USER_001879,User 001879,233318832376,PAYMENT_SEND,14.98,0.0,0.0,325.07,310.09,233250715237,Recipient_00239,ACCT_12235337,0,legitimate,11,False
